City,id,nametype,reclass,mass (g),Trip or Order Status,Request Time,Pickup Lat,Pickup Lng,Dropoff Lat,Dropoff Lng
Chicago,5381,Valid,Chicago,3.62,COMPLETED,2018-11-03 23:57:37 +0000 UTC,41.91067396,-87.64841546,41.93424831,-87.66566099
Chicago,2340,Valid,Chicago,0,CANCELED,2018-11-03 21:57:57 +0000 UTC,41.93509893,-87.66853653,41.93364476,-87.66903514
Chicago,12271,Valid,Chicago,0,CANCELED,2018-11-03 21:49:22 +0000 UTC,41.9384965,-87.6831901,41.9356404,-87.6630552
Chicago,11858,Valid,Chicago,5.21,COMPLETED,2018-11-02 12:54:41 +0000 UTC,41.9323659,-87.665949,41.8811872,-87.6259694
Chicago,12367,Valid,Chicago,7.41,COMPLETED,2018-11-01 16:26:14 +0000 UTC,41.8667359,-87.6141873,41.9343234,-87.6634593
Chicago,16725,Valid,Chicago,1.96,COMPLETED,2018-10-31 22:53:40 +0000 UTC,41.90985,-87.65309,41.93431,-87.66561
Chicago,18842,Valid,Chicago,1.82,COMPLETED,2018-10-31 21:15:43 +0000 UTC,41.9343106,-87.6634685,41.910947,-87.6542305
Chicago,18116,Valid,Chicago,7.19,COMPLETED,2018-10-30 13:14:06 +0000 UTC,41.9334567,-87.6636494,41.8817666,-87.6263359
Chicago,56575,Valid,Chicago,1.99,COMPLETED,2018-10-29 20:40:39 +0000 UTC,41.92166,-87.63569,41.93426,-87.66569
Chicago,23168,Valid,Chicago,2.34,COMPLETED,2018-10-29 14:24:45 +0000 UTC,41.9385944,-87.649608,41.9218309,-87.6358056
Chicago,10842,Valid,Chicago,1.14,COMPLETED,2018-10-29 13:46:51 +0000 UTC,41.93433,-87.66604,41.93832,-87.64915
Chicago,15379,Valid,Chicago,4.99,COMPLETED,2018-10-26 20:14:44 +0000 UTC,41.8817122,-87.6294383,41.9342688,-87.6654994
Chicago,23089,Valid,Chicago,7.24,COMPLETED,2018-10-26 02:40:52 +0000 UTC,41.88213,-87.62473,41.93431,-87.6684
San Francisco,16646,Valid,San Francisco,0,CANCELED,2018-10-21 02:41:34 +0000 UTC,,,,
Chicago,10870,Valid,Chicago,3.87,COMPLETED,2018-10-18 02:39:07 +0000 UTC,41.94318,-87.64936,41.91859,-87.68736
Chicago,4981,Valid,Chicago,5.47,COMPLETED,2018-10-16 17:03:57 +0000 UTC,41.8832286,-87.626776,41.9342742,-87.6655358
Chicago,10054,Valid,Chicago,9.54,COMPLETED,2018-10-15 20:40:13 +0000 UTC,41.8652783,-87.6169233,41.9343417,-87.6633417
Chicago,11471,Valid,Chicago,7.47,COMPLETED,2018-10-15 13:25:21 +0000 UTC,41.9185725,-87.6850498,41.8652584,-87.6157801
Chicago,7824,Valid,Chicago,0,DRIVER_CANCELED,2018-10-15 03:39:36 +0000 UTC,41.9369164,-87.6482426,41.9343731,-87.6636711
Chicago,22601,Valid,Chicago,5.18,COMPLETED,2018-10-12 19:59:56 +0000 UTC,41.8798331,-87.6280184,41.9341248,-87.6660157
Chicago,5,Valid,Chicago,0,CANCELED,2018-10-08 19:07:18 +0000 UTC,41.86735829,-87.62368387,41.86746403,-87.62064086
Chicago,5025,Valid,Chicago,4.49,COMPLETED,2018-09-29 07:50:11 +0000 UTC,41.9667442,-87.7071866,41.9343481,-87.6660712
Chicago,11879,Valid,Chicago,6.37,COMPLETED,2018-09-24 20:33:16 +0000 UTC,41.88681,-87.71648,41.93405,-87.66603
Chicago,12358,Valid,Chicago,2.1,COMPLETED,2018-09-22 22:26:34 +0000 UTC,41.93505,-87.66609,41.92795,-87.69748
Chicago,5347,Valid,Chicago,0,CANCELED,2018-09-22 18:37:18 +0000 UTC,41.9379823,-87.6631564,41.9397546,-87.6656087
Chicago,15409,Valid,Chicago,5.81,COMPLETED,2018-09-21 03:08:15 +0000 UTC,41.8817677,-87.6259934,41.9342855,-87.665444
Chicago,24279,Valid,Chicago,0.9,COMPLETED,2018-09-20 19:51:16 +0000 UTC,41.9343464,-87.665658,41.9326197,-87.6533214
Chicago,7736,Valid,Chicago,2.25,COMPLETED,2018-09-20 18:38:06 +0000 UTC,41.9136125,-87.6347737,41.9342089,-87.6656339
Chicago,12232,Valid,Chicago,3.2,COMPLETED,2018-09-20 01:08:24 +0000 UTC,41.9159313,-87.7038887,41.9333608,-87.6687711
Chicago,2,Valid,Chicago,3.27,COMPLETED,2018-09-19 23:54:12 +0000 UTC,41.93891,-87.68726,41.90998,-87.70188
Chicago,389,Valid,Chicago,5.4,COMPLETED,2018-09-18 21:56:46 +0000 UTC,41.88075,-87.62769,41.93411,-87.66603
Chicago,6,Valid,Chicago,7.73,COMPLETED,2018-09-17 20:40:02 +0000 UTC,41.8848,-87.71684,41.93268,-87.65299
Chicago,10071,Valid,Chicago,8.06,COMPLETED,2018-09-17 13:16:54 +0000 UTC,41.93426,-87.66593,41.88629,-87.71669
Chicago,24173,Valid,Chicago,1.77,COMPLETED,2018-09-10 19:14:18 +0000 UTC,41.8651899,-87.6173877,41.8810991,-87.6281956
Chicago,18814,Valid,Chicago,2.8,COMPLETED,2018-09-09 03:36:51 +0000 UTC,41.93246739,-87.66596791,41.93926302,-87.71391592
Chicago,12330,Valid,Chicago,10.26,COMPLETED,2018-09-08 05:28:50 +0000 UTC,41.82743165,-87.67153038,41.93426402,-87.66558114
Chicago,4905,Valid,Chicago,0,CANCELED,2018-09-07 13:06:34 +0000 UTC,41.9336889,-87.6635615,41.9343332,-87.6624483
Chicago,16697,Valid,Chicago,0,CANCELED,2018-09-05 22:26:36 +0000 UTC,41.92530239,-87.65360349,41.92530239,-87.65360349
Chicago,10168,Valid,Chicago,2.08,COMPLETED,2018-09-04 04:27:58 +0000 UTC,41.9183256,-87.6873333,41.9341147,-87.6659823
Chicago,18067,Valid,Chicago,1.77,COMPLETED,2018-08-31 01:47:51 +0000 UTC,41.9343258,-87.6661047,41.9201012,-87.6876077
Chicago,47729,Valid,Chicago,17.53,COMPLETED,2018-08-23 18:18:30 +0000 UTC,41.9343144,-87.6659304,41.9776364,-87.900198
Chicago,23735,Valid,Chicago,0,DRIVER_CANCELED,2018-08-21 15:47:08 +0000 UTC,41.87308706,-87.6272744,41.87058498,-87.63361942
Chicago,30395,Valid,Chicago,0,CANCELED,2018-08-21 04:53:14 +0000 UTC,41.84778226,-87.62664258,41.87213766,-87.63336861
Chicago,24330,Valid,Chicago,0,DRIVER_CANCELED,2018-08-21 04:33:22 +0000 UTC,41.8806749,-87.6370621,41.8720787,-87.6327412
Chicago,24085,Valid,Chicago,6.41,COMPLETED,2018-08-21 01:13:17 +0000 UTC,41.9343621,-87.6659985,41.8719538,-87.6335851
Chicago,24159,Valid,Chicago,2.2,COMPLETED,2018-08-18 22:41:09 +0000 UTC,41.9472148,-87.6585045,41.9344412,-87.6660508
Chicago,14679,Valid,Chicago,1.7,COMPLETED,2018-08-16 06:25:34 +0000 UTC,41.94681105,-87.64953051,41.93426382,-87.66559267
Chicago,7730,Valid,Chicago,6.17,COMPLETED,2018-08-15 19:20:21 +0000 UTC,41.88261326,-87.62788587,41.93451145,-87.6683641
Chicago,22763,Valid,Chicago,13.07,COMPLETED,2018-08-15 13:34:17 +0000 UTC,41.93425558,-87.66604034,41.7916461,-87.58332021
Chicago,10911,Valid,Chicago,16.04,COMPLETED,2018-08-14 13:34:02 +0000 UTC,41.93414367,-87.66603442,41.79168745,-87.5833758
Chicago,15407,Valid,Chicago,14.55,COMPLETED,2018-08-13 19:34:00 +0000 UTC,41.7916478,-87.583109,41.9340642,-87.6660407
Chicago,5346,Valid,Chicago,13.24,COMPLETED,2018-08-13 13:32:34 +0000 UTC,41.9324238,-87.6661304,41.7915973,-87.5834091
Chicago,48959,Valid,Chicago,0,DRIVER_CANCELED,2018-08-13 13:21:55 +0000 UTC,41.9251761,-87.668481,41.9324217,-87.6661111
Chicago,30348,Valid,Chicago,3.42,COMPLETED,2018-08-10 20:25:11 +0000 UTC,41.90376404,-87.66703574,41.93426889,-87.66529835
Chicago,18829,Valid,Chicago,2.66,COMPLETED,2018-08-10 19:33:24 +0000 UTC,41.9342755,-87.6657363,41.9069245,-87.6720017
Chicago,24113,Valid,Chicago,12.93,COMPLETED,2018-08-10 16:48:46 +0000 UTC,41.7861343,-87.5902219,41.9399857,-87.6445316
Chicago,5384,Valid,Chicago,15.78,COMPLETED,2018-08-10 14:19:21 +0000 UTC,41.93438605,-87.66370132,41.79164991,-87.58322616
Chicago,10108,Valid,Chicago,0,DRIVER_CANCELED,2018-08-10 14:13:46 +0000 UTC,41.9398179,-87.6615963,41.9343275,-87.6634445
Chicago,12082,Valid,Chicago,0,DRIVER_CANCELED,2018-08-10 14:06:38 +0000 UTC,41.9459793,-87.668855,41.9343234,-87.6660468
Chicago,16977,Valid,Chicago,15.12,COMPLETED,2018-08-09 20:56:47 +0000 UTC,41.79167709,-87.58330463,41.93428656,-87.66572295
Chicago,23773,Valid,Chicago,12.78,COMPLETED,2018-08-09 13:25:13 +0000 UTC,41.93425623,-87.66604037,41.79167066,-87.58320426
Chicago,10918,Valid,Chicago,0,DRIVER_CANCELED,2018-08-09 13:15:25 +0000 UTC,41.94429257,-87.67605311,41.93523483,-87.6660961
Chicago,18080,Valid,Chicago,2.55,COMPLETED,2018-08-05 21:45:32 +0000 UTC,41.9334613,-87.6659701,41.9179731,-87.6875132
Chicago,12049,Valid,Chicago,12.94,COMPLETED,2018-08-03 19:53:47 +0000 UTC,41.79172055,-87.58349908,41.9342348,-87.66615436
Chicago,23879,Valid,Chicago,12.41,COMPLETED,2018-08-03 14:05:16 +0000 UTC,41.9342827,-87.663471,41.7916431,-87.583116
Chicago,2325,Valid,Chicago,2.07,COMPLETED,2018-08-03 04:38:17 +0000 UTC,41.91859113,-87.68748322,41.93408356,-87.66603125
Chicago,18856,Valid,Chicago,14.07,COMPLETED,2018-08-02 20:33:57 +0000 UTC,41.79168456,-87.58336067,41.93426812,-87.66534332
Chicago,11200,Valid,Chicago,14.45,COMPLETED,2018-08-02 13:58:25 +0000 UTC,41.9341538,-87.6636732,41.7916402,-87.5831938
Chicago,23977,Valid,Chicago,16.18,COMPLETED,2018-08-01 13:08:09 +0000 UTC,41.9343662,-87.6660232,41.7916644,-87.5833951
Chicago,12450,Valid,Chicago,0.55,CANCELED,2018-07-31 13:49:50 +0000 UTC,41.9323176,-87.6695937,41.930104,-87.6553284
Chicago,5006,Valid,Chicago,12.49,COMPLETED,2018-07-30 20:53:37 +0000 UTC,41.79166912,-87.5831495,41.93401948,-87.66602786
Chicago,24236,Valid,Chicago,13.18,COMPLETED,2018-07-30 13:01:42 +0000 UTC,41.9343024,-87.6634146,41.79166,-87.5833559
Chicago,4882,Valid,Chicago,0.73,COMPLETED,2018-07-29 22:02:16 +0000 UTC,41.9431355,-87.6639556,41.9343766,-87.6660654
Chicago,7768,Valid,Chicago,0.89,COMPLETED,2018-07-29 00:10:36 +0000 UTC,41.9342119,-87.6635917,41.9399231,-87.653458
Chicago,473,Valid,Chicago,8.58,COMPLETED,2018-07-28 16:38:52 +0000 UTC,41.87071419,-87.63333861,41.93426523,-87.66551056
Chicago,7712,Valid,Chicago,0,CANCELED,2018-07-27 13:41:32 +0000 UTC,41.93712678,-87.66504617,41.93638142,-87.66855181
Chicago,15448,Valid,Chicago,7.12,COMPLETED,2018-07-26 03:37:31 +0000 UTC,41.9342324,-87.6636671,41.8720945,-87.6337225
Chicago,11905,Valid,Chicago,13.69,COMPLETED,2018-07-25 13:07:26 +0000 UTC,41.9333607,-87.66611349,41.79170486,-87.58343755
Chicago,24090,Valid,Chicago,13.28,COMPLETED,2018-07-23 20:20:09 +0000 UTC,41.79166886,-87.58310942,41.9341134,-87.66603283
Chicago,30400,Valid,Chicago,0,CANCELED,2018-07-23 13:32:08 +0000 UTC,41.88590722,-87.6398434,41.88591517,-87.63984377
Chicago,12263,Valid,Chicago,0,CANCELED,2018-07-23 13:31:03 +0000 UTC,41.88586903,-87.63984157,41.88590593,-87.63984333
Chicago,15425,Valid,Chicago,15.6,COMPLETED,2018-07-19 14:08:40 +0000 UTC,41.93330885,-87.66619552,41.7916689,-87.58321116
Chicago,30415,Valid,Chicago,16.28,COMPLETED,2018-07-18 16:17:36 +0000 UTC,41.7916461,-87.58304033,41.9343677,-87.66367441
Chicago,15495,Valid,Chicago,9.11,COMPLETED,2018-07-18 13:33:12 +0000 UTC,41.87197495,-87.63384984,41.79167437,-87.58327543
Chicago,12433,Valid,Chicago,13.12,COMPLETED,2018-07-17 13:12:55 +0000 UTC,41.93422494,-87.66361345,41.7916513,-87.58327838
Chicago,5455,Valid,Chicago,13.95,COMPLETED,2018-07-16 20:41:17 +0000 UTC,41.79169266,-87.58348282,41.93432403,-87.66561474
Chicago,5103,Valid,Chicago,1.11,COMPLETED,2018-07-16 13:15:59 +0000 UTC,41.9319603,-87.6659858,41.9326144,-87.6534493
Chicago,23983,Valid,Chicago,0,CANCELED,2018-07-16 13:15:03 +0000 UTC,41.9249888,-87.6786194,41.9250476,-87.6738389
Chicago,23799,Valid,Chicago,0,CANCELED,2018-07-15 05:25:04 +0000 UTC,41.88580027,-87.62983572,41.88582688,-87.62866388
Chicago,18103,Valid,Chicago,5.53,COMPLETED,2018-07-15 02:40:32 +0000 UTC,41.9435548,-87.6639665,41.8831071,-87.6249562
Chicago,52413,Valid,Chicago,7.31,COMPLETED,2018-07-14 23:34:41 +0000 UTC,41.89194393,-87.62031538,41.93638391,-87.65397091
Chicago,7741,Valid,Chicago,0,CANCELED,2018-07-14 23:30:24 +0000 UTC,41.8854573,-87.6323461,41.8857355,-87.6323721
Chicago,12405,Valid,Chicago,0,CANCELED,2018-07-14 18:58:58 +0000 UTC,,,,
Chicago,18855,Valid,Chicago,0.96,COMPLETED,2018-07-14 00:41:49 +0000 UTC,41.8999325,-87.6273124,41.9081807,-87.6346574
Chicago,31354,Valid,Chicago,0,CANCELED,2018-07-14 00:41:28 +0000 UTC,,,,
Chicago,12233,Valid,Chicago,12.88,COMPLETED,2018-07-12 13:40:17 +0000 UTC,41.9343607,-87.6660598,41.7916361,-87.5831654
Chicago,12443,Valid,Chicago,18.66,COMPLETED,2018-07-11 12:41:11 +0000 UTC,41.93336208,-87.66599345,41.79166944,-87.58287507
Chicago,16889,Valid,Chicago,0.64,COMPLETED,2018-07-10 13:08:54 +0000 UTC,41.9324077,-87.6657797,41.9326199,-87.653226
Chicago,12388,Valid,Chicago,0,CANCELED,2018-07-08 19:01:02 +0000 UTC,41.96886842,-87.67388236,41.9690631,-87.67443863
Chicago,12000,Valid,Chicago,2.32,COMPLETED,2018-07-08 03:53:01 +0000 UTC,41.9323907,-87.6657704,41.9484004,-87.688187
Chicago,5415,Valid,Chicago,0,CANCELED,2018-07-08 03:52:39 +0000 UTC,,,,
Chicago,23613,Valid,Chicago,0,CANCELED,2018-07-08 03:48:49 +0000 UTC,41.9324106,-87.6670155,41.9324134,-87.6670299
Chicago,24208,Valid,Chicago,6.34,COMPLETED,2018-07-06 19:21:45 +0000 UTC,41.8844223,-87.6199508,41.9343113,-87.6654598
Chicago,5134,Valid,Chicago,0,CANCELED,2018-07-05 13:10:10 +0000 UTC,,,,
Chicago,24052,Valid,Chicago,6.03,COMPLETED,2018-07-04 01:40:44 +0000 UTC,41.93241596,-87.6661494,41.87191301,-87.6340593
Chicago,23478,Valid,Chicago,14.21,COMPLETED,2018-07-03 17:19:44 +0000 UTC,41.79168813,-87.58324293,41.93336556,-87.66734971
Chicago,23677,Valid,Chicago,15.84,COMPLETED,2018-07-02 21:05:44 +0000 UTC,41.7916827,-87.5832113,41.9333673,-87.6655235
Chicago,23523,Valid,Chicago,12.74,COMPLETED,2018-07-02 13:05:48 +0000 UTC,41.9343772,-87.6638056,41.7916518,-87.5831787
Chicago,11999,Valid,Chicago,8.26,COMPLETED,2018-06-27 13:33:43 +0000 UTC,41.87199146,-87.63356611,41.79166114,-87.58317671
Chicago,10122,Valid,Chicago,12.67,COMPLETED,2018-06-26 17:32:39 +0000 UTC,41.7918167,-87.5827395,41.9342835,-87.6656428
Chicago,10121,Valid,Chicago,13.33,COMPLETED,2018-06-26 13:12:18 +0000 UTC,41.9342259,-87.6660227,41.7916348,-87.5832433
Chicago,23762,Valid,Chicago,0,CANCELED,2018-06-26 01:27:26 +0000 UTC,,,,
Chicago,23094,Valid,Chicago,0,CANCELED,2018-06-25 13:05:49 +0000 UTC,41.950936,-87.6690524,41.9489766,-87.6689911
Chicago,22368,Valid,Chicago,0,CANCELED,2018-06-25 00:45:47 +0000 UTC,41.91309621,-87.62570345,41.91311938,-87.63016735
Chicago,30371,Valid,Chicago,5.82,COMPLETED,2018-06-24 02:12:57 +0000 UTC,41.9342879,-87.66599,41.8718464,-87.6335999
Chicago,11993,Valid,Chicago,12.74,COMPLETED,2018-06-22 17:57:29 +0000 UTC,41.7916723,-87.5825134,41.9342425,-87.6655175
Chicago,12089,Valid,Chicago,0,CANCELED,2018-06-22 17:54:44 +0000 UTC,,,,
Chicago,5255,Valid,Chicago,0,DRIVER_CANCELED,2018-06-22 17:46:35 +0000 UTC,41.786272,-87.57757098,41.79166989,-87.58286149
Chicago,16906,Valid,Chicago,13.67,COMPLETED,2018-06-21 16:49:57 +0000 UTC,41.7917137,-87.5826031,41.9343061,-87.6655409
Chicago,23169,Valid,Chicago,13.44,COMPLETED,2018-06-20 20:55:37 +0000 UTC,41.7916988,-87.5823455,41.9343169,-87.6655729
Chicago,5201,Valid,Chicago,0,CANCELED,2018-06-20 20:35:48 +0000 UTC,41.7919152,-87.5838699,41.7916155,-87.5832171
Chicago,5008,Valid,Chicago,1.3,COMPLETED,2018-06-18 03:52:50 +0000 UTC,41.93302972,-87.64134994,41.93426633,-87.66544695
Chicago,5061,Valid,Chicago,1.33,COMPLETED,2018-06-17 00:43:44 +0000 UTC,41.9340465,-87.6636434,41.9489461,-87.6580672
Chicago,23664,Valid,Chicago,14.23,COMPLETED,2018-06-14 20:38:24 +0000 UTC,41.79167099,-87.58321471,41.93428333,-87.66585044
Chicago,44709,Valid,Chicago,0.99,COMPLETED,2018-06-13 17:38:26 +0000 UTC,41.9219151,-87.6436581,41.9308482,-87.6439547
Chicago,22386,Valid,Chicago,8.21,COMPLETED,2018-06-10 03:32:07 +0000 UTC,41.8721512,-87.6337714,41.9341397,-87.6660463
Chicago,11476,Valid,Chicago,2.79,COMPLETED,2018-06-04 01:01:27 +0000 UTC,41.9277184,-87.7094113,41.9343006,-87.6656723
Chicago,11475,Valid,Chicago,2.97,COMPLETED,2018-06-04 00:26:24 +0000 UTC,41.93426419,-87.66557145,41.92760382,-87.7093584
Chicago,5053,Valid,Chicago,1.28,COMPLETED,2018-02-21 23:42:29 +0000 UTC,41.8771038,-87.62605224,41.86780428,-87.63271979
Chicago,15442,Valid,Chicago,0,CANCELED,2016-10-01 06:22:37 +0000 UTC,41.9106216,-87.670166,41.9105327,-87.6769603
Raleigh-Durham,11474,Valid,Raleigh-Durham,16.74,COMPLETED,2015-12-11 12:59:15 +0000 UTC,36.00723198,-78.92486201,35.87462726,-78.79498106
Raleigh-Durham,14645,Valid,Raleigh-Durham,0,CANCELED,2015-12-11 04:38:51 +0000 UTC,36.00613085,-78.92234341,36.00701099,-78.92370614
Fort Myers-Naples,30352,Valid,Fort Myers-Naples,14.12,COMPLETED,2015-10-13 18:55:38 +0000 UTC,26.5521334,-81.8904735,26.4413923,-82.043362
Boston,452,Valid,Boston,0,CANCELED,2015-07-29 22:49:13 +0000 UTC,42.34316732,-71.08540082,42.34313166,-71.08532128
Savannah-Hilton Head,10012,Valid,Savannah-Hilton Head,0.71,COMPLETED,2015-06-12 20:57:20 +0000 UTC,32.0732134,-81.0940408,32.0801577,-81.0890395
Savannah-Hilton Head,14660,Valid,Savannah-Hilton Head,0,CANCELED,2015-06-12 20:56:31 +0000 UTC,,,,
Savannah-Hilton Head,18887,Valid,Savannah-Hilton Head,0,CANCELED,2015-06-12 20:55:30 +0000 UTC,,,,
Savannah-Hilton Head,23894,Valid,Savannah-Hilton Head,0,CANCELED,2015-06-12 20:53:48 +0000 UTC,,,,
Fort Myers-Naples,11485,Valid,Fort Myers-Naples,16.62,COMPLETED,2015-02-06 22:39:50 +0000 UTC,26.542684,-81.8687063,26.4326197,-82.0564951
